"2.716231E+02","0.000000E+00","5.000000E+01","1.102306E+03"
"2.747213E+02","2.040816E-02","5.000000E+01","8.356856E+02"
"2.778195E+02","4.081633E-02","5.000000E+01","6.729225E+02"
"2.809178E+02","6.122449E-02","5.000000E+01","5.632253E+02"
"2.840160E+02","8.163265E-02","5.000000E+01","4.842799E+02"
"2.871143E+02","1.020408E-01","5.000000E+01","4.247449E+02"
"2.902125E+02","1.224490E-01","5.000000E+01","3.782452E+02"
"2.933107E+02","1.428571E-01","5.000000E+01","3.409222E+02"
"2.964090E+02","1.632653E-01","5.000000E+01","3.103033E+02"
"2.995072E+02","1.836735E-01","5.000000E+01","2.847310E+02"
"3.026054E+02","2.040816E-01","5.000000E+01","2.630527E+02"
"3.057037E+02","2.244898E-01","5.000000E+01","2.444418E+02"
"3.088019E+02","2.448980E-01","5.000000E+01","2.282904E+02"
"3.119002E+02","2.653061E-01","5.000000E+01","2.141411E+02"
"3.149984E+02","2.857143E-01","5.000000E+01","2.016433E+02"
"3.180966E+02","3.061224E-01","5.000000E+01","1.905239E+02"
"3.211949E+02","3.265306E-01","5.000000E+01","1.805668E+02"
"3.242931E+02","3.469388E-01","5.000000E+01","1.715987E+02"
"3.273913E+02","3.673469E-01","5.000000E+01","1.634793E+02"
"3.304896E+02","3.877551E-01","5.000000E+01","1.560935E+02"
"3.335878E+02","4.081633E-01","5.000000E+01","1.493462E+02"
"3.366861E+02","4.285714E-01","5.000000E+01","1.431581E+02"
"3.397843E+02","4.489796E-01","5.000000E+01","1.374624E+02"
"3.428825E+02","4.693878E-01","5.000000E+01","1.322026E+02"
"3.459808E+02","4.897959E-01","5.000000E+01","1.273304E+02"
"3.490790E+02","5.102041E-01","5.000000E+01","1.228046E+02"
"3.521772E+02","5.306122E-01","5.000000E+01","1.185895E+02"
"3.552755E+02","5.510204E-01","5.000000E+01","1.146542E+02"
"3.583737E+02","5.714286E-01","5.000000E+01","1.109716E+02"
"3.614720E+02","5.918367E-01","5.000000E+01","1.075182E+02"
"3.645702E+02","6.122449E-01","5.000000E+01","1.042733E+02"
"3.676684E+02","6.326531E-01","5.000000E+01","1.012185E+02"
"3.707667E+02","6.530612E-01","5.000000E+01","9.833763E+01"
"3.738649E+02","6.734694E-01","5.000000E+01","9.561619E+01"
"3.769631E+02","6.938776E-01","5.000000E+01","9.304132E+01"
"3.800614E+02","7.142857E-01","5.000000E+01","9.060149E+01"
"3.831596E+02","7.346939E-01","5.000000E+01","8.828635E+01"
"3.862579E+02","7.551020E-01","5.000000E+01","8.608658E+01"
"3.893561E+02","7.755102E-01","5.000000E+01","8.399377E+01"
"3.924543E+02","7.959184E-01","5.000000E+01","8.200029E+01"
"3.955526E+02","8.163265E-01","5.000000E+01","8.009925E+01"
"3.986508E+02","8.367347E-01","5.000000E+01","7.828435E+01"
"4.017490E+02","8.571429E-01","5.000000E+01","7.654988E+01"
"4.048473E+02","8.775510E-01","5.000000E+01","7.489060E+01"
"4.079455E+02","8.979592E-01","5.000000E+01","7.330173E+01"
"4.110438E+02","9.183673E-01","5.000000E+01","7.177887E+01"
"4.141420E+02","9.387755E-01","5.000000E+01","7.031800E+01"
"4.172402E+02","9.591837E-01","5.000000E+01","6.891541E+01"
"4.203385E+02","9.795918E-01","5.000000E+01","6.756768E+01"
"4.234367E+02","1.000000E+00","5.000000E+01","6.627165E+01"
