"6.063381E+02","0.000000E+00","1.440000E+02","9.225351E+02"
"6.498525E+02","2.040816E-02","1.440000E+02","9.613121E+01"
"6.933670E+02","4.081633E-02","1.440000E+02","5.070755E+01"
"7.368814E+02","6.122449E-02","1.440000E+02","3.443597E+01"
"7.803959E+02","8.163265E-02","1.440000E+02","2.607026E+01"
"8.239103E+02","1.020408E-01","1.440000E+02","2.097475E+01"
"8.674248E+02","1.224490E-01","1.440000E+02","1.754545E+01"
"9.109392E+02","1.428571E-01","1.440000E+02","1.507993E+01"
"9.544537E+02","1.632653E-01","1.440000E+02","1.322195E+01"
"9.979681E+02","1.836735E-01","1.440000E+02","1.177159E+01"
"1.041483E+03","2.040816E-01","1.440000E+02","1.060797E+01"
"1.084997E+03","2.244898E-01","1.440000E+02","9.653699E+00"
"1.128512E+03","2.448980E-01","1.440000E+02","8.856947E+00"
"1.172026E+03","2.653061E-01","1.440000E+02","8.181686E+00"
"1.215540E+03","2.857143E-01","1.440000E+02","7.602096E+00"
"1.259055E+03","3.061224E-01","1.440000E+02","7.099189E+00"
"1.302569E+03","3.265306E-01","1.440000E+02","6.658693E+00"
"1.346084E+03","3.469388E-01","1.440000E+02","6.269667E+00"
"1.389598E+03","3.673469E-01","1.440000E+02","5.923588E+00"
"1.433113E+03","3.877551E-01","1.440000E+02","5.613718E+00"
"1.476627E+03","4.081633E-01","1.440000E+02","5.334655E+00"
"1.520142E+03","4.285714E-01","1.440000E+02","5.082023E+00"
"1.563656E+03","4.489796E-01","1.440000E+02","4.852237E+00"
"1.607171E+03","4.693878E-01","1.440000E+02","4.642332E+00"
"1.650685E+03","4.897959E-01","1.440000E+02","4.449834E+00"
"1.694199E+03","5.102041E-01","1.440000E+02","4.272665E+00"
"1.737714E+03","5.306122E-01","1.440000E+02","4.109064E+00"
"1.781228E+03","5.510204E-01","1.440000E+02","3.957529E+00"
"1.824743E+03","5.714286E-01","1.440000E+02","3.816774E+00"
"1.868257E+03","5.918367E-01","1.440000E+02","3.685687E+00"
"1.911772E+03","6.122449E-01","1.440000E+02","3.563305E+00"
"1.955286E+03","6.326531E-01","1.440000E+02","3.448789E+00"
"1.998801E+03","6.530612E-01","1.440000E+02","3.341405E+00"
"2.042315E+03","6.734694E-01","1.440000E+02","3.240506E+00"
"2.085830E+03","6.938776E-01","1.440000E+02","3.145522E+00"
"2.129344E+03","7.142857E-01","1.440000E+02","3.055948E+00"
"2.172858E+03","7.346939E-01","1.440000E+02","2.971334E+00"
"2.216373E+03","7.551020E-01","1.440000E+02","2.891279E+00"
"2.259887E+03","7.755102E-01","1.440000E+02","2.815425E+00"
"2.303402E+03","7.959184E-01","1.440000E+02","2.743449E+00"
"2.346916E+03","8.163265E-01","1.440000E+02","2.675062E+00"
"2.390431E+03","8.367347E-01","1.440000E+02","2.610001E+00"
"2.433945E+03","8.571429E-01","1.440000E+02","2.548030E+00"
"2.477460E+03","8.775510E-01","1.440000E+02","2.488933E+00"
"2.520974E+03","8.979592E-01","1.440000E+02","2.432516E+00"
"2.564489E+03","9.183673E-01","1.440000E+02","2.378599E+00"
"2.608003E+03","9.387755E-01","1.440000E+02","2.327021E+00"
"2.651517E+03","9.591837E-01","1.440000E+02","2.277632E+00"
"2.695032E+03","9.795918E-01","1.440000E+02","2.230296E+00"
"2.738546E+03","1.000000E+00","1.440000E+02","2.184888E+00"
